Customer_No,Purchase,Dollars_Spent,Yearly_Income,Home_Value,Order_Frequency,Recency,Married,Name_Prefix,Age,Telemarket_Ind.,Rents_Apartment,Occupied_<1 yr,Domestic_Prod,Apparel_Purch,Leisure_Prod,Kitchen_Prod,Luxury_Items,Promo_1-7_mon,Promo_8-13_mon,County_Code,Total_Returns,Mens_Apparel,Flatware_Purch,Dishes_Purch,Home_Furniture,Lamps_Purch,Linens_Purch,Blankets_Purch,Towels_Purch,Outdoor_Prod,Coats_Purch,Ladies_Coats,Ladies_Apparel,His_Her_Apparel,Jewelry_Purch,Date_1st_Order,Telemarket_Ord,Account_Number,State_Code,Race,Heating_Type,Number_of_Cars,Number_of_Kids,Travel_Time,Education_Level,Job_Category,$_Value_per_Mailing,Total_Dining_kitch_dish_flat,Sex
1534,0,42,36400,164000,2.24,212,0,Ms,34,1,0,0,0,0,0,0,0,22,41,59,-999,0,0,0,0,0,1,0,1,1,0,0,0,0,0,22/05/1998,0,1618249021,NY,2,3,1,0,25,3,1,0.666666667,0,female
1535,0,1176,49200,105400,2.8,120,0,Ms,27,1,0,0,3,4,1,0,0,35,15,439,-999,1,0,0,3,0,0,0,0,0,0,0,3,0,0,22/05/1998,0,1618298390,TX,1,1,2,0,22,3,1,23.52,0,female
1536,1,888,0,0,2.24,91,1,Ms,21,1,0,1,0,2,1,0,0,38,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,22/05/1998,0,1618331324,AE,2,1,0,5,0,1,1,13.66153846,1,female
1537,0,80,46500,74900,3.37,59,1,Ms,42,1,0,0,0,0,0,0,0,54,34,31,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,22/05/1998,0,1618394454,FL,1,1,2,0,22,3,15,0.909090909,0,female
1538,1,58,14500,34900,1.12,87,0,Ms,34,1,0,1,0,0,0,1,0,8,1,37,-999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22/05/1998,0,1618562506,OK,1,2,1,0,11,2,11,6.444444444,2,female
1539,0,108,28000,114000,1.7,3,1,Ms,30,1,0,0,0,0,1,0,0,29,27,73,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/05/1998,0,1618803421,CA,1,1,1,2,23,3,16,1.928571429,0,female
1540,1,384,23000,56600,2.84,176,1,Ms,26,1,0,0,0,1,1,0,1,31,8,0,-999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22/05/1998,0,1618805483,VA,1,3,1,0,13,1,16,9.846153846,0,female
1541,1,0,46800,88600,1.13,597,0,Mr,39,1,1,0,0,0,0,0,0,10,27,95,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22/05/1998,0,1618863359,FL,1,1,2,0,30,3,1,0,0,male
1542,0,134,33600,59000,1.71,191,0,Ms,41,1,0,0,2,0,0,0,0,21,28,125,-999,0,1,0,0,0,0,1,2,0,0,0,0,0,0,22/05/1998,0,1619351396,AL,1,2,2,1,16,2,9,2.734693878,1,female
1543,0,331,41900,80200,2.85,155,1,Mr,38,1,0,0,1,1,0,1,0,48,7,13,-999,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22/05/1998,0,1619516337,AZ,1,1,2,0,22,3,1,6.018181818,2,male
1544,1,194,34700,285600,1.72,105,0,Ms,30,1,1,0,2,0,0,0,0,18,9,37,-999,0,1,0,0,1,0,1,0,0,0,0,0,0,0,21/05/1998,0,1619924960,CA,1,2,1,0,22,3,1,7.185185185,1,female
1545,0,309,25000,50700,2.87,149,0,Ms,34,1,0,0,2,1,0,0,1,45,34,157,-999,0,1,0,0,0,0,0,2,0,0,0,1,0,0,22/05/1998,0,1620032985,TN,1,2,1,0,14,3,16,3.911392405,1,female
1546,0,107,29000,48000,1.15,257,1,Ms,28,1,0,0,0,1,0,0,0,17,5,153,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,22/05/1998,0,1620226033,TX,1,2,2,0,8,3,13,4.863636364,0,female
1547,1,1953,32700,102700,10.4,21,1,None,34,1,0,1,4,7,2,1,1,22,14,33,-999,0,1,0,2,0,9,0,3,0,0,0,3,2,6,22/05/1998,0,1620416287,MD,2,2,1,1,26,2,1,54.25,2,female
1548,1,491,31550,59201,2.32,213,1,Ms,32,1,0,0,2,2,0,1,0,20,17,0,-999,2,0,1,0,0,1,0,2,0,0,0,0,0,0,22/05/1998,0,1620428456,PR,1,2,2,0,19.7603005,3,11,13.27027027,2,female
1549,0,127,21300,57500,2.9,127,1,Ms,26,1,0,0,1,0,1,0,0,46,45,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22/05/1998,0,1620445211,CA,1,2,1,0,8,2,16,1.395604396,0,female
1550,0,424,26200,38400,2.92,9,1,Mrs,31,1,0,0,0,1,2,1,0,40,21,149,1,0,0,0,2,0,0,0,1,2,0,0,0,0,1,21/05/1998,0,1620760445,MI,1,2,1,3,11,3,11,6.950819672,1,female
1551,1,247,23700,12500,2.92,67,0,Mr,27,1,0,0,1,0,1,2,0,40,12,25,-999,0,1,0,0,0,0,1,0,0,0,0,0,0,0,21/05/1998,0,1620791242,MD,1,2,1,0,18,2,11,4.75,3,male
1552,1,118,0,0,2.92,434,0,Ms,22,1,0,0,0,0,2,0,0,18,16,0,-999,1,0,0,0,0,0,0,1,3,0,0,0,0,0,21/05/1998,0,1620935815,CA,2,1,0,0,0,1,1,3.470588235,0,female
1553,1,139,31700,45100,2.35,131,0,Ms,34,1,0,0,1,0,1,1,0,30,16,145,-999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,21/05/1998,0,1621156601,MI,1,2,2,0,16,3,11,3.02173913,1,female
1554,0,260,23500,46300,1.76,299,1,Mr,38,1,0,0,0,0,1,0,0,7,7,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22/05/1998,0,1621344926,TN,1,4,2,0,24,2,11,18.57142857,0,male
1555,1,473,15700,35100,4.11,73,1,Mr,16,1,0,0,1,4,0,1,0,25,22,73,-999,1,0,0,0,0,0,0,1,1,0,1,1,0,1,21/05/1998,0,1621477403,AL,2,2,1,0,23,2,9,10.06382979,1,male
1556,0,247,21200,27000,2.35,0,1,Mr,29,1,0,0,4,0,0,0,0,24,8,17,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,21/05/1998,0,1621646643,IN,1,2,2,2,11,2,11,7.71875,0,male
1557,0,389,21200,33900,4.11,45,0,Ms,30,1,0,0,0,1,7,0,0,40,39,109,0,0,0,0,1,0,1,0,0,6,1,0,0,0,0,21/05/1998,0,1621656477,KY,1,1,2,8,28,1,14,4.924050633,0,female
1558,1,1771,28400,66800,15.38,21,1,Mr,33,1,0,0,10,6,9,3,0,4,18,11,-999,0,0,0,6,2,1,0,3,6,0,0,1,2,4,20/05/1998,2,1621817822,FL,1,1,1,1,23,2,16,80.5,3,male
1559,0,329,26500,52900,2.36,198,1,None,31,1,0,0,0,6,0,0,0,35,29,0,-999,2,0,0,0,0,0,0,0,0,0,0,4,0,0,21/05/1998,0,1621912672,AL,1,2,2,0,16,2,11,5.140625,0,female
1560,1,55,23800,15000,1.18,246,1,Ms,25,1,0,0,0,0,1,0,0,31,12,163,-999,0,0,0,2,0,0,0,0,1,0,0,0,0,0,21/05/1998,0,1622313623,MI,1,2,1,0,21,2,11,1.279069767,0,female
1561,0,520,24400,58300,2.95,80,1,Mr,31,1,0,0,0,2,0,0,1,36,22,45,-999,0,0,0,0,0,1,0,0,0,0,0,2,0,0,21/05/1998,0,1622422168,NM,1,2,1,0,10,2,1,8.965517241,0,male
1562,0,230,22000,43800,2.36,128,1,Ms,24,1,0,0,1,0,0,1,0,13,0,87,-999,0,1,0,0,0,0,1,0,0,0,0,0,0,1,10/05/1998,0,1622475638,NC,1,3,1,0,19,1,11,17.69230769,2,female
1563,1,171,33000,79900,1.78,169,1,Ms,29,1,0,1,2,0,0,0,0,28,34,0,-999,0,0,0,1,0,1,0,2,0,0,0,0,0,0,21/05/1998,0,1622806915,GA,1,1,2,3,13,3,6,2.758064516,0,female
1564,0,191,34200,73700,1.79,30,1,Ms,26,1,0,1,2,0,0,0,0,28,19,223,-999,0,0,0,0,0,2,0,2,0,0,0,0,0,0,21/05/1998,0,1622978730,GA,1,2,2,0,34,2,14,4.063829787,0,female
1565,1,1029,23900,43200,9.52,201,1,None,30,1,0,0,12,1,4,0,0,36,34,31,2,0,0,0,0,0,0,0,18,2,0,0,3,1,0,21/05/1998,0,1623273545,IL,4,2,1,5,33,1,11,14.7,0,female
1566,0,307,32300,66600,5.38,124,1,Mr,33,1,0,1,3,2,1,0,0,71,46,0,-999,1,0,0,2,1,0,0,0,0,0,0,0,3,0,21/05/1998,0,1623297734,IL,1,2,1,0,30,1,11,2.623931624,0,male
1567,0,68,33600,73700,1.19,215,1,Mrs,26,1,0,1,1,0,0,0,0,28,5,103,-999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21/05/1998,0,1623373519,FL,1,1,1,0,19,3,1,2.060606061,0,female
1568,0,211,0,0,1.79,180,1,Mr,15,1,0,0,0,0,0,2,0,31,28,0,-999,0,0,2,1,0,1,0,2,0,0,0,0,0,0,21/05/1998,0,1623677745,KY,2,1,0,0,0,1,1,3.576271186,4,male
1569,1,108,44600,175100,4.81,119,0,Ms,28,1,1,0,1,0,0,1,0,56,37,65,-999,0,1,0,1,0,0,0,0,0,0,0,0,0,0,21/05/1998,0,1623873641,CA,1,2,2,0,18,3,16,1.161290323,2,female
1570,0,217,0,0,3.01,354,1,Ms,15,0,0,1,2,0,0,0,0,32,26,0,-999,0,0,0,3,1,0,0,0,0,0,0,0,0,0,21/05/1998,0,1624166342,AE,2,1,0,3,0,1,1,3.74137931,0,female
1571,1,179,28900,53800,1.81,227,1,Ms,28,1,0,0,1,1,0,0,0,18,9,163,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,21/05/1998,0,1624223580,IL,1,2,2,0,14,3,9,6.62962963,0,female
1572,0,54,54900,67800,1.19,296,0,Ms,26,1,0,0,1,0,0,0,0,14,14,510,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21/05/1998,0,1625390222,MD,1,2,2,1,22,3,7,1.928571429,0,female
1573,1,442,33200,111200,2.97,89,0,Ms,25,1,0,0,2,0,0,1,1,18,16,0,-999,0,0,0,0,2,0,0,0,0,0,1,0,0,0,21/05/1998,0,1625390313,NH,1,3,2,0,20,3,11,13,1,female
1574,1,100,25700,52700,3.68,138,1,None,29,1,0,1,0,1,1,0,0,56,46,115,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21/05/1998,0,1625509052,TN,1,1,2,4,25,2,11,0.980392157,0,female
1575,1,180,26800,42700,2.46,73,0,Ms,34,1,0,0,0,2,0,1,0,49,18,35,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,21/05/1998,1,1625633753,OH,1,2,1,0,14,2,11,2.686567164,1,female
1576,0,250,48600,96100,2.45,233,1,Mr,42,1,0,0,3,0,0,0,0,45,32,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20/05/1998,0,1625678303,WI,1,2,2,1,28,3,11,3.246753247,0,male
1577,0,1471,29800,54000,12.88,64,1,Ms,33,1,0,1,3,6,4,1,0,66,21,119,4,0,0,1,1,0,0,0,2,3,0,0,6,1,2,21/05/1998,0,1625896343,AR,1,1,2,0,20,3,16,16.90804598,2,female
1578,1,3147,51700,175800,6.79,103,1,Ms,19,1,0,0,12,5,3,6,0,4,1,21,-999,2,3,0,0,1,1,0,7,0,0,0,1,0,2,20/05/1998,0,1625937717,FL,1,1,1,0,16,3,16,629.4,9,female
1579,0,886,28200,51000,11.8,22,1,Mr,25,1,0,0,2,2,3,0,1,69,18,17,13,0,0,1,1,0,0,0,0,1,0,0,2,0,0,21/05/1998,0,1626180408,OK,1,2,2,10,13,3,1,10.18390805,1,male
1580,0,974,30900,54600,3.72,77,1,Ms,44,1,0,0,0,7,0,2,0,31,2,0,-999,0,0,1,0,0,2,0,5,1,0,0,0,0,7,21/05/1998,0,1626235756,NY,1,2,2,0,23,2,11,29.51515152,3,female
1581,0,1015,27400,58000,9.93,0,0,Ms,33,1,0,0,0,8,1,0,0,79,33,0,9,0,0,0,0,0,0,0,2,1,0,0,1,1,7,20/05/1998,0,1626509812,NC,1,2,2,0,18,2,11,9.0625,0,female
1582,0,43,23000,33300,1.87,74,0,Mr,28,1,0,0,0,0,0,0,0,42,24,151,-999,0,0,1,0,0,0,1,1,0,0,0,0,0,0,20/05/1998,0,1626832099,NE,1,2,2,0,12,3,11,0.651515152,1,male
1583,1,292,30500,56000,3.75,93,1,Ms,32,1,0,0,1,0,0,0,1,34,32,97,-999,0,0,0,0,0,1,0,0,2,0,0,0,0,0,20/05/1998,0,1626936403,OK,1,1,2,0,23,3,11,4.424242424,0,female
1584,0,252,17400,0,4.96,98,0,Ms,25,1,0,0,1,0,0,4,0,87,45,201,-999,0,1,1,1,0,0,0,0,0,0,0,2,0,0,20/05/1998,0,1627207366,TX,2,1,1,0,23,3,16,1.909090909,6,female
1585,0,102,40400,86600,1.87,77,0,Mrs,35,1,0,0,0,1,0,1,0,9,6,25,-999,0,1,0,0,0,0,0,0,1,0,0,1,0,0,20/05/1998,0,1627319260,WI,1,2,2,0,16,3,1,6.8,2,female
1586,1,1659,25900,40300,9.43,92,0,Ms,25,0,0,0,3,5,1,0,0,48,10,25,-999,1,0,0,0,0,2,0,2,0,0,0,3,0,3,20/05/1998,0,1627843996,NC,1,2,1,0,17,2,11,28.60344828,0,female
1587,1,273,28600,57900,3.65,173,1,Ms,32,1,0,1,1,0,0,1,0,9,16,49,-999,0,0,0,1,0,1,0,0,1,1,0,0,0,0,20/05/1998,0,1628043349,OK,1,2,2,0,11,3,16,10.92,1,female
1588,1,591,35800,94500,1.89,3,1,Ms,35,1,0,0,0,1,2,0,0,14,6,1,-999,0,0,0,0,0,0,0,1,1,0,0,1,0,0,20/05/1998,0,1628044651,NH,1,3,2,2,11,3,16,29.55,0,female
1589,0,216,46900,79700,1.26,210,1,Mr,29,1,0,1,0,1,0,0,0,36,13,89,-999,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20/05/1998,0,1628518621,IL,1,2,2,0,20,2,11,4.408163265,0,male
1590,0,207,22900,62100,1.89,61,0,Mr,26,1,0,0,0,1,0,0,0,13,5,19,-999,1,0,0,0,0,1,0,1,0,0,0,0,0,1,20/05/1998,0,1628816637,CA,4,2,1,0,15,3,1,11.5,0,male
1591,0,111,32400,79500,1.27,215,0,Ms,44,1,0,0,0,1,0,0,0,27,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20/05/1998,0,1629047356,OH,1,1,2,0,23,3,16,2.707317073,0,female
1592,0,1931,42200,164600,8.91,1,1,Mrs,38,1,0,0,1,5,2,5,1,60,31,99,-999,1,1,0,1,0,1,0,1,0,0,0,1,1,2,19/05/1998,1,1629050277,NC,1,1,2,6,15,3,14,21.21978022,6,female
1593,0,1714,18000,36100,2.54,37,1,Ms,32,1,0,0,0,0,1,0,1,31,12,17,-999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20/05/1998,0,1629116664,TN,1,1,2,0,17,1,11,39.86046512,0,female
1594,0,665,29100,42800,2.56,207,1,Ms,41,1,0,0,0,2,1,0,0,22,7,0,-999,0,0,0,0,0,1,0,0,1,0,0,0,0,2,20/05/1998,1,1629167170,NE,1,1,2,0,17,3,13,22.93103448,0,female
1595,1,128,25200,37000,3.18,107,1,Mr,25,1,0,0,0,0,0,0,0,65,44,97,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20/05/1998,0,1629259340,IN,1,2,1,0,19,2,11,1.174311927,0,male
1596,0,200,29600,34100,1.28,149,0,Ms,27,0,0,0,0,1,0,0,0,22,18,97,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20/05/1998,0,1629289990,IN,1,2,2,0,19,2,11,5,0,female
1597,0,1060,23700,42400,5.16,22,1,Ms,26,1,0,0,1,3,3,0,0,32,7,131,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,20/05/1998,1,1629907237,AR,1,2,2,4,12,2,11,27.17948718,0,female
1598,1,1341,38700,83800,5.84,18,1,Mr,35,1,0,0,0,4,0,0,1,53,12,191,4,3,0,0,0,0,0,0,0,0,0,1,1,0,1,19/05/1998,0,1630626578,VA,1,1,1,0,14,3,16,20.63076923,0,male
1599,0,961,36000,68600,3.89,33,1,Ms,27,1,0,1,2,0,0,1,1,26,20,0,-999,0,0,0,1,2,1,0,1,1,0,0,0,0,0,19/05/1998,1,1630755120,MN,1,2,2,1,21,3,9,20.89130435,1,female
1600,1,2673,40500,169400,12.98,95,1,Ms,32,1,0,0,16,9,0,1,1,38,27,81,-999,0,0,0,2,0,6,0,3,0,0,3,1,1,7,19/05/1998,0,1630805776,NY,4,2,1,0,37,1,11,41.12307692,1,female
1601,0,98,20500,29600,1.96,65,1,None,31,1,0,0,1,0,1,0,0,29,11,3,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19/05/1998,0,1631331293,PA,1,2,1,0,19,2,1,2.45,0,female
1602,0,0,14900,40400,1.31,464,0,Ms,33,1,0,0,0,0,0,0,0,29,13,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19/05/1998,0,1631401724,MS,2,1,1,0,16,2,9,0,1,female
1603,0,262,41000,64800,1.3,309,1,Ms,30,1,0,0,0,0,1,0,0,39,15,9,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/05/1998,0,1631459722,WI,1,2,2,0,16,3,16,4.851851852,0,female
1604,1,217,18000,24300,1.98,98,1,None,24,1,0,0,0,0,1,2,0,31,16,137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19/05/1998,0,1631880539,OK,1,2,1,1,14,2,16,4.617021277,2,female
1605,1,133,29300,60700,1.98,219,1,Ms,28,1,0,0,2,0,0,1,0,22,16,0,-999,0,0,0,0,0,2,0,1,0,0,0,0,0,0,19/05/1998,0,1632042121,LA,1,2,2,1,20,2,14,3.5,1,female
1606,0,1083,45200,128000,7.89,101,1,None,35,1,0,1,2,3,1,0,1,73,39,69,-999,0,0,0,2,0,0,1,0,0,0,0,2,0,1,19/05/1998,0,1632069496,AL,1,1,2,0,13,3,16,9.669642857,0,female
1607,0,1151,23200,50100,5.26,10,0,Ms,28,1,0,0,0,5,3,0,0,45,31,730,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,19/05/1998,0,1632105761,VA,2,2,1,0,17,2,1,15.14473684,0,female
1608,1,4256,23300,55100,13.9,81,1,None,15,1,0,1,16,3,2,0,1,32,6,25,15,0,0,0,5,6,4,0,5,1,0,0,4,0,6,19/05/1998,0,1632115729,WA,1,1,2,2,12,3,16,112,0,female
1609,0,170,30800,48500,1.31,1,1,Mr,43,1,0,0,1,0,0,0,0,7,6,0,-999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19/05/1998,0,1632119226,IN,1,1,2,0,25,2,11,13.07692308,0,male
1610,1,0,11800,35100,0.66,526,0,None,37,1,0,0,0,0,0,0,0,11,9,201,-999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19/05/1998,0,1632331763,TX,2,2,1,0,24,2,10,0,0,female
1611,1,349,41400,75900,3.97,16,1,Ms,30,1,0,0,1,0,2,0,0,33,25,550,-999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,19/05/1998,0,1632367262,VA,1,3,2,0,20,2,14,6.017241379,0,female
1612,0,743,28300,54700,5.96,19,0,Ms,29,1,0,0,3,1,1,2,1,64,31,0,6,0,1,0,0,0,2,1,0,1,1,0,1,0,0,19/05/1998,0,1632479869,TN,1,2,2,0,14,1,11,7.821052632,3,female
1613,1,541,26900,59800,3.97,93,1,Ms,29,1,0,0,2,3,0,0,0,67,24,31,-999,0,0,0,0,0,0,0,0,0,0,0,2,1,1,19/05/1998,0,1632578322,LA,1,1,2,9,31,3,11,5.945054945,0,female
1614,0,58,24800,120100,1.31,262,1,Mr,34,1,0,1,0,0,0,1,0,38,21,73,-999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,19/05/1998,0,1632644918,CA,4,2,1,2,19,2,11,0.983050848,2,male
1615,1,205,47100,88200,2.66,294,1,None,32,0,0,0,2,0,0,1,0,13,6,31,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19/05/1998,0,1632807838,CO,1,2,2,0,20,3,15,10.78947368,2,female
1616,1,0,31500,68100,1.33,366,0,Ms,34,1,0,1,0,0,0,0,0,31,23,77,-999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19/05/1998,0,1633041981,SC,1,1,2,2,18,2,11,0,0,female
1617,1,1893,27200,54100,9.33,15,1,Ms,28,1,0,0,2,3,2,0,1,41,15,0,5,0,0,0,2,0,3,0,0,0,0,0,3,0,3,19/05/1998,0,1633087117,OK,1,2,2,0,11,3,16,33.80357143,0,female
1618,0,444,31800,27400,2.66,64,0,Ms,36,1,0,1,2,0,3,0,0,33,14,0,-999,0,0,0,0,2,0,0,1,3,0,0,0,0,0,19/05/1998,0,1633478084,IA,1,3,2,4,15,3,5,9.446808511,0,female
1619,0,83,37200,81400,1.98,337,1,Mrs,29,1,0,0,1,0,0,1,0,53,17,0,-999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18/05/1998,0,1633546112,NC,1,1,2,0,19,2,11,1.185714286,2,female
1620,0,463,79200,323200,3.35,80,1,Mr,40,1,0,1,2,1,0,0,1,52,30,3,-999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19/05/1998,0,1633788367,NV,1,1,2,0,18,3,16,5.646341463,1,male
1621,1,363,48900,193200,4.05,53,0,Ms,52,1,0,1,4,3,0,1,0,7,1,13,-999,0,0,0,0,0,0,0,5,0,0,0,3,0,0,19/05/1998,0,1634033201,CA,1,2,2,0,24,3,16,45.375,1,female
1622,0,264,20900,31500,2.02,238,0,Ms,34,1,0,1,0,0,0,1,0,39,6,215,-999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19/05/1998,0,1634158487,TX,4,2,2,3,13,1,16,5.866666667,2,female
1623,0,270,46300,75800,3.4,207,0,Mr,40,1,0,0,1,0,0,1,0,49,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/05/1998,0,1634188690,NE,1,2,2,1,19,3,16,4.426229508,1,male
1624,0,252,25000,51500,1.36,75,1,Ms,18,1,0,0,0,0,0,0,1,22,13,139,-999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18/05/1998,0,1634549297,OH,2,3,2,0,16,2,11,7.2,1,female
1625,1,1898,75500,246200,4.76,42,1,Ms,38,1,0,0,0,2,1,0,1,58,30,59,-999,0,0,0,0,0,0,0,0,0,0,1,1,0,0,19/05/1998,0,1634564379,VA,1,1,2,0,36,3,6,21.56818182,0,female
1626,0,83,44000,94900,2.08,312,1,None,28,1,0,0,2,0,0,0,0,31,17,97,-999,0,0,0,0,2,0,0,6,0,0,0,0,0,0,18/05/1998,0,1635126392,GA,1,2,2,0,23,3,1,1.729166667,0,female
1627,0,383,31550,59201,3.54,72,0,Ms,28,1,0,1,2,0,1,0,0,38,9,-999,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,18/05/1998,0,1635371428,OR,1,2,2,0,19.7603005,3,11,8.14893617,1,female
1628,1,493,41000,178500,5.67,40,1,Ms,43,1,0,1,4,0,0,3,0,67,37,43,-999,0,1,2,1,0,0,0,3,0,0,0,0,0,0,18/05/1998,0,1635527037,SC,1,1,2,0,17,3,16,4.740384615,6,female
1629,1,151,27500,42200,2.12,61,1,Ms,31,1,0,0,0,0,2,0,0,38,14,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/05/1998,0,1635767120,KS,1,2,2,0,11,3,16,2.903846154,0,female
1630,1,1232,9600,26900,10.63,36,1,Mr,31,1,1,1,10,0,2,2,0,47,3,49,2,0,1,0,2,0,2,0,3,1,0,0,0,0,0,17/05/1998,0,1635998352,MS,2,2,1,0,13,1,16,24.64,3,male
1631,1,98,51400,69800,1.42,127,1,Mr,37,1,0,0,1,0,0,0,0,15,14,201,-999,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18/05/1998,0,1636035105,TX,1,2,2,0,21,3,11,3.379310345,0,male
1632,1,79,20300,49700,1.42,127,1,Ms,33,1,0,0,2,0,0,0,0,18,13,25,-999,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18/05/1998,0,1636055954,WI,2,2,1,1,18,3,1,2.548387097,0,female
1633,1,245,25300,28300,2.85,263,0,Ms,28,1,0,1,0,0,1,0,0,19,3,510,-999,0,0,0,0,0,0,0,0,2,0,0,0,2,0,18/05/1998,0,1636091215,MD,2,3,1,2,27,2,16,11.13636364,0,female
1634,0,540,36600,72000,5,247,1,Mr,54,1,0,0,2,0,1,3,0,22,16,41,-999,0,4,0,2,1,0,0,0,2,0,0,0,0,0,18/05/1998,0,1636099150,CO,1,2,2,3,22,3,16,14.21052632,7,male
1635,1,1182,24800,31700,7.85,8,1,Ms,34,1,0,1,9,0,1,0,0,71,34,73,-999,0,0,0,6,3,1,0,0,0,0,0,0,0,0,18/05/1998,0,1636303768,MO,1,4,2,0,27,1,11,11.25714286,0,female
1636,0,0,64800,122900,1.43,463,1,Ms,43,1,0,0,0,0,0,0,0,18,33,25,-999,0,0,0,1,1,0,1,0,0,0,0,0,0,0,18/05/1998,0,1636536953,WI,1,2,2,1,16,3,4,0,0,female
1637,1,903,24900,51000,7.19,15,1,Ms,38,1,0,0,3,2,3,0,1,53,21,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,3,17/05/1998,0,1636578229,PA,1,2,2,0,21,2,14,12.2027027,0,female
1638,1,320,44700,143300,2.15,189,1,Ms,31,1,0,0,1,2,0,0,1,20,7,103,-999,0,0,0,0,1,0,0,0,2,0,0,2,0,0,18/05/1998,0,1636582007,NY,1,3,2,3,18,2,11,11.85185185,0,female
1639,0,0,30500,55000,0.71,501,0,Ms,34,1,0,1,0,0,0,0,0,21,5,151,-999,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18/05/1998,0,1636678912,OH,1,2,2,0,20,2,11,0,0,female
1640,1,426,25500,37700,5.08,16,1,Ms,28,1,0,1,5,0,0,0,0,30,7,0,-999,0,0,0,0,0,1,1,1,0,0,0,0,0,0,18/05/1998,1,1636994517,WI,1,3,2,0,11,2,11,11.51351351,0,female
1641,1,658,23900,65300,7.97,21,0,Ms,38,1,0,1,8,1,3,0,0,23,2,0,-999,0,0,0,7,0,2,0,0,0,0,0,0,0,1,17/05/1998,0,1637098656,MN,1,3,2,0,13,2,13,26.32,0,female
1642,0,0,44200,70500,0.72,498,1,Mr,38,1,0,0,0,0,0,0,0,10,6,97,-999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18/05/1998,0,1637139310,IN,1,2,2,3,20,3,11,0,0,male
1643,1,68,35600,92400,1.44,210,1,None,25,1,0,0,1,0,0,0,0,26,10,0,-999,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18/05/1998,0,1637142116,NJ,1,3,1,0,14,1,11,1.888888889,0,female
1644,1,202,39500,92300,1.44,206,0,None,32,1,0,0,0,2,0,0,0,6,9,33,-999,1,0,0,0,0,0,0,0,1,0,0,1,0,0,18/05/1998,0,1637167113,DC,2,2,1,0,30,2,6,13.46666667,0,female
1645,1,148,48900,107000,2.18,35,1,Ms,38,1,0,1,1,1,0,0,0,25,14,57,-999,0,0,0,1,0,0,0,1,0,0,0,0,0,1,18/05/1998,0,1637612779,NC,1,1,2,0,13,3,11,3.794871795,0,female
1646,0,1120,34200,192900,5.83,7,1,Mr,32,1,1,1,0,2,2,0,1,48,22,87,4,0,0,0,0,0,0,0,2,2,0,0,0,1,1,18/05/1998,0,1637651868,NY,2,2,1,3,20,3,16,16,0,male
